,date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
68962,1995-08-23 01:30:00,london (canada),on,Canada,light,180.0,2-3 minutes,Small red and white light travelling in odd directions.,7/26/2002,42.983333,-81.25
77249,2009-09-23 20:00:00,aurora,il,USA,unknown,30.0,30 seconds,Slow bright light&#44 no sonic sound and turned sharply and light turned red and disappeared,12/12/2009,41.7605556,-88.32
61390,2010-07-03 22:34:00,bellingham (sudden valley),wa,USA,light,300.0,5 min,Two lights following each other across the sky.  ((NUFORC Note:  Possibly the ISS&#44 followed by the Russian supply capsule.  PD)),7/6/2010,48.7597222,-122.4869444
68851,2007-08-22 23:00:00,vancouver (canada),bc,Canada,formation,3600.0,1 hour,Counted 50 moving star-ships in skies over Vancouver BC with some in formation and others moving across sky.,10/8/2007,49.25,-123.133333
32927,2012-03-02 22:00:00,tempe,az,USA,cylinder,15.0,15 seconds,Amber/Red-colored Chinese lanterns,5/13/2012,33.4147222,-111.9086111
11393,2013-01-01 21:50:00,fountain hills,az,USA,other,300.0,5 minutes,Observed flash in night sky at southern direction from 33 latitude and 111 longitude at 30-35 degree altitiude of bright(full moon) int,2/4/2013,33.6116667,-111.7166667
65250,1992-08-12 05:00:00,sugar valley,ga,USA,disk,1800.0,30 min.,We witnessed a silver disc in a feild that was silent&#44 could hover and fly at very high speed&#44 then it disappeared.,3/2/2004,34.5580556,-85.0119444
37483,2012-04-17 20:10:00,myrtle beach,sc,USA,light,15.0,15 seconds,5 Bright yellow/orange lights flash then fade in sequence over ocean at dusk in Myrtle Beach,4/18/2012,33.6888889,-78.8869444
71529,1961-08-05 21:15:00,glenshaw,pa,USA,disk,900.0,15 minutes,2 scientists&#44 among 7 witnesses see disk hovering approximately 100 feet above neighbor&#39s home then yard.,11/28/2007,40.5327778,-79.9677778
15496,2013-11-06 21:49:00,santa barbara,ca,USA,flash,10.0,10 seconds,3 circular lights with orange tail &amp; sudden white flash over Santa Barbara.,11/11/2013,34.4208333,-119.6972222
50077,2001-06-19 23:30:00,canby,ca,USA,light,120.0,2 minutes,Small white light in the sky exhibited extreme speed and maneuvers,8/5/2001,41.4438889,-120.8691667
14944,2007-01-15 18:27:00,west mifflin,pa,USA,sphere,300.0,5 minutes,A pulsating UFO people&#33&#33,2/1/2007,40.5694444,-77.4030556
22287,2007-01-24 16:48:00,spokane,wa,USA,triangle,60.0,1 minute,On January 24&#44 2007 approximately 4:48 PM&#44 a series of 8 silent UFO&#39s&#44 one sperical and  seven elongated triangles flew over Spokane,6/12/2008,47.6588889,-117.425
7724,2005-11-10 23:45:00,eastpointe,mi,USA,teardrop,30.0,30 seconds,Two golden/orange globe like objects moving very fast across the sky,12/16/2005,42.4683333,-82.9555556
62945,2009-07-05 02:00:00,st. helens,or,USA,oval,600.0,10 minutes,We saw an oval shape green luminescent light that shot into the sky to a pinpoint of light like a star then moved around in the sky.,8/5/2009,45.8641667,-122.8052778
51860,1997-06-26 18:23:00,pretoria (south africa),,Other,light,15.0,10-15 sec,Bright&#44 arc-white light observed moving fromWSW to ENE at high speed. Altitude roughly500 metres (1500 feet). Distance at start ofsight,1/28/1999,-25.746111,28.188056
63122,2002-07-06 23:00:00,pittsburgh,pa,USA,rectangle,600.0,00:10:00,I noticed a light flashing in the night sky just over the little dipper.  At first glance it seemed like an airplane but the more I loo,7/26/2002,40.4405556,-79.9961111
17216,2013-12-11 17:00:00,chocorua,nh,USA,formation,180.0,3 minutes,Three lights in formation hovered over highway&#44 blinked off and on and moved away quickly.,12/12/2013,43.8788889,-71.2202778
22043,2009-12-03 21:00:00,vero beach,fl,USA,light,30.0,30 seconds,Slow-moving amber light heading east over ocean. Then disappeared.,12/12/2009,27.6383333,-80.3975
38771,1997-04-24 21:30:00,coos bay,or,USA,sphere,120.0,2 min.,Woman looking at stars in E sky sees a &quot;dark tan circle of flames&quot; moving to the N.  10 min. later&#44 same obj. going S;  closer&#44 larger.,11/2/1999,43.3666667,-124.2166667
16102,2008-11-08 14:00:00,dana point,ca,USA,circle,30.0,30sec,I sent a message one week ago and this is really from someone I know who also says she saw the same foo fighter in the sky over Dana Po,1/10/2009,33.4669444,-117.6972222
58579,2005-07-21 22:20:00,rotorua (new zealand),,Other,circle,360.0,6 mins,two triangular lights moving with triangular points against each other points first,9/2/2005,-38.136848,176.249746
7493,2004-01-10 21:30:00,athens,tn,USA,oval,300.0,5 min.,Larger oval extreme-bright object moving downward then dissappeared into sky,1/19/2005,35.4427778,-84.5930556
3109,1978-10-20 22:00:00,west seneca,ny,Other,triangle,600.0,10 min.,two triangler&#44 dark grey objects hovering at tree top level.,2/1/2007,42.765189,-76.872096
42014,1997-05-13 22:30:00,cottonwood,az,USA,light,2700.0,45min,My wife alerted me to a strange light in the sky. &quot;A ufo&quot; I was indoors - I replied &quot; Oh yea...hmm&quot;She insisted I com and take a look.L,1/28/1999,34.7391667,-112.0091667
6722,2007-10-06 14:00:00,brownlee (southwest of),ne,USA,oval,120.0,few minutes,I sighted a UFO on Oct. 6&#44 2007 and reported it on this site.  Approximately a month later&#44 I believe it was Nov. 7&#44 2007&#44 I saw someth,8/27/2009,42.2880556,-100.6252778
36864,1995-04-15 22:00:00,pinehurst,nc,USA,triangle,30.0,30 seconds,Two triangular craft&#44 hovering low,12/3/2004,35.1952778,-79.4697222
62169,2010-07-04 22:00:00,lorain,oh,USA,circle,1320.0,22:00,big orange ball floating steady through the sky in Ohio on July 4&#44 2010,7/10/2010,41.4527778,-82.1825
9647,2012-11-15 19:08:00,lexington,nc,USA,other,5.0,5 seconds,Very small dimly lit object the size of a tennis/ racquetball silently flies a few feet over my house in the night sky.,11/19/2012,35.8238889,-80.2536111
46809,2010-06-11 00:30:00,zionsville,in,USA,disk,120.0,00:02:00,UFO takes off and flies away in rural indiana near crash site.,6/23/2010,39.9508333,-86.2619444
73732,2012-09-01 21:00:00,jackson/west bend,wi,Other,triangle,120.0,a few minutes,West Bend/Jackson area - bright. white lighted triangle shaped object in the sky.,10/30/2012,43.352829,-88.129139
44865,2000-05-29 01:00:00,sioux falls,sd,USA,fireball,5.0,5 sec,I am going out of my apartment reguraly to smoke cigaretes&#44 and since I am working nights&#44 I am a night owl you can say. I have seen me,6/6/2000,43.55,-96.7
39368,2008-04-27 19:00:00,captain cook,hi,USA,light,300.0,5 minute,lights in sky identified,6/12/2008,19.4969444,-155.9216667
30479,2007-03-11 20:00:00,jeffersonville,oh,USA,other,5.0,5 seconds,Very green cloudy shooting star type of object in Ohio.,4/27/2007,39.6536111,-83.5638889
74321,2002-09-14 00:30:00,jacksonville beach,fl,USA,triangle,30.0,30 seconds,Star gazing turns to UFO gazing,11/9/2002,30.2944444,-81.3933333
10535,2012-11-18 00:00:00,thornton,co,USA,teardrop,600.0,10 minutes,Giant Teardrop UFO flies down toward Thornton Colorado.,12/20/2012,39.8680556,-104.9713889
61412,2011-07-03 03:00:00,charlotte,nc,USA,light,240.0,3 or 4 minutes,A couple dozen orange lights traveling against the wind.  ((NUFORC Note:  Very reliable and convincing  witness.  PD)),7/4/2011,35.2269444,-80.8433333
5457,2001-10-30 10:30:00,charlotte,nc,USA,sphere,600.0,10 minutes,White dots in a clear blue sky.,11/20/2001,35.2269444,-80.8433333
59478,2009-07-24 20:15:00,oneonta,ny,USA,disk,2.5,2  1/2 seconds,2 orange/copper colored metallic disks.,8/27/2009,42.4527778,-75.0641667
44279,2006-05-25 03:30:00,murrells inlet,sc,USA,disk,120.0,2 minutes,The object was octagon shaped and looked like something from late BC to early AD. 500 Lights On Object0: Yes,1/21/2008,33.5508333,-79.0416667
68619,2008-08-02 11:15:00,dearborn,mi,USA,oval,1200.0,20min,Goggle Map-Street View: 24222 New York Dearborn MI- North West Sky Location,8/12/2008,42.3222222,-83.1763889
74228,2011-09-13 19:30:00,cathedral city,ca,USA,unknown,1.5,1.5 sec,We saw what appeared to be a hovering fireball,10/10/2011,33.7797222,-116.4644444
58834,2008-07-02 23:45:00,norwich,ct,USA,chevron,2700.0,45 minutes,20+ low-flying craft with red&#44 green and white flashing lights,7/5/2008,41.5241667,-72.0763889
27719,2009-02-21 00:30:00,hillsboro,or,USA,changing,14400.0,3-4 hours,colorful pulsating ufo over Hillsboro Oregon [jellyfish like&#33],3/19/2009,45.5230556,-122.9886111
32642,2014-03-20 20:00:00,jordan,mn,USA,other,25.0,20-25 seconds,Narrow&#44 long object with 3 green lights (top row)&#44 3 red lights (bottom row).,3/21/2014,44.6669444,-93.6266667
63162,2005-07-06 23:00:00,centerburg,oh,USA,light,300.0,5 minutes,Red Light Over Ohio,7/15/2005,40.3044444,-82.6963889
37616,2010-04-18 01:20:00,merced,ca,USA,triangle,30.0,30 sec.,As I was working on patrol I looked up at the clear night sky and notice a V-shape formation above me.,5/12/2010,37.3022222,-120.4819444
23360,2012-12-07 21:15:00,escondido,ca,USA,rectangle,3.0,2-3 seconds,LARGE Ship of some sort.,12/20/2012,33.1191667,-117.0855556
17509,2009-12-01 00:45:00,bloomington,in,USA,fireball,3.0,3 seconds,When driving&#44 a moderately large and bright fireball shaped object was seen falling from the sky.,12/12/2009,39.1652778,-86.5263889
41025,2005-04-09 00:00:00,springfield,ma,USA,circle,60.0,1 min or less,We noticed it had gotten smaller out of nowhere&#44 but was still at the same distance.,5/15/2006,42.1013889,-72.5902778
63555,2008-07-07 22:00:00,springfield,mo,USA,unknown,1800.0,30 minutes,Saw somehting that was most surely NOT an airplane nor a sattelite&#33&#33,8/12/2008,37.2152778,-93.2980556
76694,2008-09-02 22:00:00,myrtle beach,tn,Other,circle,900.0,15 minutes,Orange lights fading in and out over the south end of Myrtle Beach.,10/31/2008,35.517491,-86.580447
34241,2012-03-30 04:00:00,boston,ma,USA,unknown,300.0,5 minutes,Dark shape landed on roof top&#44 than flew away as bright light&#44 no sound.,9/24/2012,42.3583333,-71.0602778
20381,2013-12-24 21:00:00,boise,id,USA,sphere,300.0,5 minutes,Bright red light dropped a flashing red orb or light,1/10/2014,43.6136111,-116.2025
13201,1999-11-27 19:15:00,colleyville,tx,USA,light,4800.0,1 hour 20 min,I was alerted by my son by a phone call that he spotted a UFO in the Northeast sky that was red&#44 green and white lights which separated,11/30/1999,32.8808333,-97.1547222
49014,1993-06-15 22:00:00,riga (latvia),,Other,unknown,600.0,10 min.,I never belived in UFO that day I did.,10/12/2001,56.949649,24.105186
37171,2004-04-16 20:05:00,kingston (ny thruway&#44 i-87),ny,USA,circle,120.0,2 minutes,Object seen traveling over NYS Thruway. Bright pink/red top with bright white lights along the rim. Seemed to travel back and forth,5/24/2005,41.9269444,-73.9977778
28845,2008-02-27 21:00:00,enid,ok,USA,disk,600.0,10 minutes,Strange flying disk over Enid&#44 Oklahoma near Vance AFB,3/4/2008,36.3955556,-97.8780556
50983,2002-06-22 16:00:00,butte,mt,USA,formation,180.0,3 mins,FORMATION ABOVE BUTTE..,7/1/2002,46.0038889,-112.5338889
16018,2004-11-08 05:45:00,charlottesville,va,USA,other,120.0,2 min.,At approxamitly 5:48 this morning I was getting ready to get into my car and I happened to look up in the sky to see a shooting star.,11/9/2004,38.0291667,-78.4769444
32582,2011-03-20 19:00:00,chicago,il,USA,cigar,120.0,2 mins,It was the vapor trail that made a ring in the sky.,3/23/2011,41.85,-87.65
20434,1999-12-25 19:30:00,pleasanton,tx,USA,cigar,120.0,2 min,going outside to say goodbye to family when I looked into the sky and seen two lights one front of the other. Knowing to myself it look,1/7/2000,28.9669444,-98.4783333
70973,2011-08-31 20:00:00,sun valley,ca,USA,triangle,180.0,3.00 min,2 large triangular silent  craft with 3 extra large lights witnessed by 2 men,10/10/2011,34.2175,-118.3694444
37876,1998-04-20 09:00:00,vancouver,wa,USA,sphere,1.0,1 second,A bright light out my window.,5/24/1999,45.6388889,-122.6602778
79200,2010-09-04 22:00:00,north webster,in,USA,other,120.0,2 minutes,The following is a correction and addition to a report filed 3 days ago. I discovered I had the direction of travel of the craft incorr,11/21/2010,41.3255556,-85.6977778
65937,2002-08-14 19:30:00,leeds,me,USA,circle,300.0,5 minutes,Orb against the setting sun.,7/16/2006,44.3033333,-70.12
61648,1997-07-04 21:18:00,chesterfield,mo,USA,light,2.0,2 seconds,Above us a bright bluish light appeared which lit up the sky then diminished to nothing.,9/26/1998,38.6630556,-90.5769444
44102,2000-05-24 13:30:00,nagoya (japan),,Other,disk,10.0,10sec,On the 24/5/2000 I saw two 2UFO&#44s with a disk shapes the size of a normal jet engine.They came out of the beautiful blue sky zig zaggin,12/2/2000,35.181446,136.906398
3181,2002-10-20 19:30:00,altoona,pa,USA,light,300.0,5 min or less,Stange Object over Ice Mountain,10/28/2002,40.5186111,-78.395
46989,1967-06-01 12:00:00,san diego,ca,USA,circle,600.0,10 min,June 1967&#44   2  mirrored  objects appeared miles overhead and  were motionless for about 10 minutes then going straight up and dissappe,11/21/2010,32.7152778,-117.1563889
18109,2005-12-14 19:00:00,aurora,ny,USA,light,2400.0,40 minutes,Appearance of odd shaped bright white/red spherical light with rapid extreme random movements  in night sky.  ((Venus??)),12/16/2005,42.7538889,-76.7027778
38153,2007-04-21 22:20:00,alfreton (uk/england),,Britain,fireball,300.0,5 mins. approx.,4 fireballs in total&#44 1st 3 formed triangle...then gradually disappeared...4th hovered in same area before also disappearing.,4/27/2007,53.1,-1.383333
53634,2004-06-05 15:00:00,cloud croft,nm,Other,unknown,30.0,30 seconds,mysterious object chased,2/14/2006,34.51994,-105.87009
5991,2012-10-31 19:50:00,little rock,ar,USA,triangle,300.0,5 minutes,3 white blinking lights in triangle formation the size of multipe football fields.,11/4/2012,34.7463889,-92.2894444
9549,2006-11-15 05:00:00,lithonia,ga,USA,light,180.0,3 minutes,Satellite performing a sharp 90 degree turn.,2/1/2007,33.7122222,-84.1052778
51376,2012-06-23 23:16:00,santa rosa,ca,USA,light,300.0,5 minutes,Yellow Orange lights over West Sonoma County CA,7/4/2012,38.4405556,-122.7133333
80041,2011-09-08 20:50:00,lock haven,pa,USA,fireball,180.0,2-3 minutes,Large orange fireball moving at the speed of a small plane,10/10/2011,41.1369444,-77.4472222
64786,1967-08-01 21:30:00,sturgeon bay,wi,USA,cigar,120.0,2 minutes,This has happened so long ago but the event is very clear yet.  It was an evening&#44 on the way home from watching a movie&#44 I approached,12/2/2000,44.8341667,-87.3769444
71489,2012-08-04 22:00:00,exeter,nh,USA,light,600.0,10 minutes,Strange slow-moving red lights in the Northern sky at Exeter&#44  NH&#44  at 22:00 hours on August 4&#44 2012.,8/5/2012,42.9813889,-70.9483333
59466,2008-07-24 22:55:00,buffalo,ny,USA,rectangle,45.0,30-45 seconds,Low altitude &#44 fast moving cigar/rectangle shaped craft,8/12/2008,42.8863889,-78.8786111
77196,2004-09-23 20:50:00,don&#39t know,nj,Other,sphere,20.0,20 seconds,A friend called me while on the road to tell me about bright lights in the sky that hovered&#44 then dissapeared rapidly.,9/29/2004,40.058324,-74.405661
59859,1999-07-26 21:00:00,leeds (outside birmingham),al,USA,sphere,5.0,5 seconds,looked like a ball of white light (pulsating light to dark) in the northern sky moving from East to West&#44  probably about 1.5 miles dis,8/10/1999,33.5480556,-86.5444444
79362,2006-09-05 19:35:00,mar vista (west los angeles),ca,USA,light,20.0,20 seconds,Two of us witnessed a horizontal pulsating red light moving south at low altitude and low speed and then disappeared.,10/30/2006,34.0047222,-118.43
70241,2007-08-28 17:00:00,dinuba,ca,USA,triangle,10.0,10 seconds,White or silver triangle observed&#44 no sound or lights&#44 moving at a very high rate of speed.,10/8/2007,36.5433333,-119.3861111
72829,2002-09-10 00:00:00,minden,nv,USA,circle,120.0,about 2 minutes,Midnight Shadow On The Patio With No Visible Reason Why.,9/1/2004,38.9541667,-119.7647222
50940,2013-06-02 23:30:00,eagan,mn,USA,light,240.0,2-4 minutes,A very clear light flying across the clear sky.,7/3/2013,44.8041667,-93.1666667
25075,2006-01-07 19:30:00,warminster (4 miles from) (uk/england),,Britain,sphere,60.0,60 seconds,A bright ball of light moving towards us faded from sight. Object seen by 6 people and captured on video,8/7/2007,51.203611,-2.180833
19210,2014-01-02 19:00:00,venice,fl,USA,egg,1200.0,20 minutes,Floating&#44 glowing objects that at one point  formed a triangle.,2/7/2014,27.0994444,-82.4544444
63764,2005-07-08 00:05:00,meridian,id,USA,disk,15.0,15 seconds,A beaming strong light shined on us and the object flew by.   ((NUFORC Note:  Probably an aerial applicator aircraft.  PD)),7/13/2005,43.6122222,-116.3905556
60745,1992-07-30 06:00:00,gil community,tx,Other,diamond,300.0,5 minutes,diamond shaped craft with lights and a slight buzzing sound,2/12/2004,29.751181,-95.260608
12362,2006-11-22 23:00:00,bowling green,oh,USA,light,60.0,1:00,We notice a light in the night sky that seems to look like a star but twinkles in different colors.  ((Sirius??)),12/7/2006,41.3747222,-83.6513889
36515,2010-04-13 22:15:00,sunnyside,wa,USA,,15.0,15 seconds,Amend previous report: It was heading West-Northwest&#44 not East.  Got confused.  Sorry.,5/12/2010,46.3238889,-120.0075
1833,1985-10-15 00:00:00,san ramon,ca,USA,disk,300.0,5 mins,In 1985 I saw a silver saucer directly over my house in California.,5/2/2011,37.78,-121.9769444
32598,2012-03-20 19:57:00,wright city,mo,USA,fireball,1380.0,19:57 - 20:20,Two fireballs coming from the south and a brilliant white light moving in the east,5/13/2012,38.8275,-91.02
